	Japanese	English	Japanese Example	English Sentence	speaking score	listening score
291	ロボット	robot	かれ は <b>ろぼっと</b> の けんきゅう を しています 。	He is doing research on robots.	0	0
292	おこなう	do, carry out	その かいしゃ は らいげつ きゃんぺーん を <b>おこなう</b>	That company is going to run a campaign next month.	0	0
293	かえり	return, going home	しごと の <b>かえり</b> に びーる を のんだ	I had a beer on the way home from work.	0	0
294	ほとんど	almost, hardly	おかね が <b>ほとんど</b> ありません	There's hardly any money.	0	0
295	おおきさ	size, dimensions	この <b>おおきさ</b> の ふうとう が ほしい の です が	I'd like an envelope of this size.	0	0
296	だいぶ	very, greatly	<b>だいぶ</b> ぴあの が うまく なりました	You've gotten pretty good at the piano.	0	0
297	しょうねん	boy	<b>しょうねん</b>たち が さっかー を して いる	The boys are playing soccer.	0	0
298	パソコン	personal computer	かれ は <b>ぱそこん</b> を にだい もって います	He has two personal computers.	0	0
299	すこしも	at all	あなた は <b>すこしも</b> わるく ない	It's not your fault at all.	0	0
300	おおく	much, largely	まいとし <b>おおく</b> の ひと が かいがい へ りょこう する	A lot of people travel abroad every year.	0	0
301	としうえ	older, senior	かれ は わたし より <b>としうえ</b> です	He's older than me.	0	0
302	はな	flower@nose	きれい な <b>はな</b> が さきました@<b>はな</b> が かゆい です	Beautiful flowers have bloomed.@My nose itches.	0	0
303	のぼり	going up, ascent	これ は <b>のぼり</b> でんしゃ です	This is the train going downtown.	0	0
304	さげる	lower, turn down	すこし おんりょう を <b>さげて</b> ください	Please turn the volume down a little.	0	0
305	プログラム	program	うけつけ で <b>ぷろぐらむ</b> を うけとった	I got my program at the reception.	0	0
306	さがる	come down, hang down, fall	やっと ねつ が <b>さがった</b>	His fever finally went down.	0	0
307	くだり	downhill, going down	もうすぐ <b>くだり</b> の でんしゃ が はっしゃ します	The train out of the city leaves soon.	0	0
308	としした	younger, junior	かれ は おくさん より <b>としした</b> です	He's younger than his wife.	0	0
309	くだる	go down, go down or away from a central place	ちいさ な ふね が かわ を <b>くだって います</b>	A small ship is going down the river.	0	0
310	いっぽう	one way	ここ は <b>いっぽう</b> つうこう です	This is a one-way street.	0	0
311	まま	as is, still (in the current state)	でんき が ついた <b>まま</b> です よ	The light is still on.	0	0
312	ふたり	two persons	きょう は つま と <b>ふたり</b> で しょくじ を します	Today I'm having dinner with my wife, just the two of us.	0	0
313	おとなしい	gentle, quiet, subdued	わたし の かのじょ は とても <b>おとなしい</b> です	My girlfriend's very quiet.	0	0
314	ひとびと	people	あの むら の <b>ひとびと</b> は とても しんせつ です	People in that village are very kind.	0	0
315	ひとりで	by oneself	きょう は <b>ひとりで</b> えいが を みます	I saw a movie by myself today.	0	0
316	テレビ	television	わたし は <b>てれび</b> を あまり みません	I don't watch much TV.	0	0
317	がいじん	foreigner, alien	この まち に は <b>がいじん</b> が すくない	There are few foreigners in this town.	0	0
318	そと	outside, open air	<b>そと</b> は あついよ	It's hot outside.	0	0
319	とまる	come to a stop, cease@stay overnight	けさ じこ で でんしゃ が <b>とまりました</b>@きょう は この ほてる に <b>とまります</b>	The train stopped this morning due to an accident.@I'm staying at this hotel today.	0	0
320	きゅうじつ	holiday, day off	<b>きゅうじつ</b> は いえ で よく てれび を みます	I often watch television at home on my days off.	0	0
321	やすみ	rest, holiday, absence	もくようび は しごと が <b>やすみ</b> です	Thursday is my day off work.	0	0
322	ソフト	software, programme	この <b>そふと</b> で にほんご を べんきょう する こと が できます	You can study Japanese with this software.	0	0
323	ちから	strength, power	おすもうさん は みんな <b>ちから</b>もち だ	All sumo wrestlers are strong.	0	0
324	でぐち	exit, exit ramp	<b>でぐち</b> は あそこ です	The exit's over there.	0	0
325	ゆき	going@snow, snowfall	とうきょう<b>ゆき</b> の れっしゃ に のった@くりすます に <b>ゆき</b> が ふりました	I got on the Tokyo-bound train.@It snowed at Christmas.	0	0
326	いりぐち	entrance	<b>いりぐち</b> は むこう です	The entrance is over there.	0	0
327	みぎて	right hand	わたし は <b>みぎて</b> で じ を かきます	I write right-handed.	0	0
328	ひだりて	left hand	かのじょ は <b>ひだりて</b> で じ を かく	She writes left-handed.	0	0
329	へた	not good at	わたし は うた が <b>へた</b> だ	I'm a terrible singer.	0	0
330	これら	these	きょう は <b>これら</b> の もんだい に ついて はなしあいます	We will discuss these issues today.	0	0
331	たりる	suffice, serve, be satisfied	おかね が <b>たりなくて</b> かえなかった	I couldn't buy it because I didn't have enough money.	0	0
332	たす	add, supplement	はは は みそしる に みず を <b>たした</b>	My mother added water to the miso soup.	0	0
333	やま	mountain	<b>やま</b> の くうき は きれい だ	The mountain air is clean.	0	0
334	いずれ	eventually, sometime	<b>いずれ</b> また おあい しましょう	Let's meet again sometime.	0	0
335	いい	good	かのじょ は <b>いい</b> ともだち です	She's a good friend.	0	0
336	よい	good, suitable, preferable	かれ は <b>よい</b> ところ だけ を きょうちょう した	He only emphasized the strong points.	0	0
337	からて	karate, empty hand	かれ は <b>からて</b> を ならって います	He's learning karate.	0	0
338	かいがい	overseas, abroad	かれ は <b>かいがい</b> で の せいかつ が ながい です	He's lived abroad for a long time.	0	0
339	うみ	sea, ocean	<b>うみ</b> は ひろく て おおきい	The sea is vast and wide.	0	0
340	まいにち	every day	わたしたち は <b>まいにち</b> さんぽ を します	We go for a walk every day.	0	0
341	まいとし	every year	わたし は <b>まいとし</b> かいがい りょこう に いきます	I travel abroad every year.	0	0
342	まいねん	every year	<b>まいねん</b> きゅうりょう が あがる	My salary goes up every year.	0	0
343	なお	still, in addition	<b>なお</b> あめ の ばあい は ちゅうし です	Moreover, it will be canceled in the event of rain.	0	0
344	まいしゅう	every week	わたし は <b>まいしゅう</b> はは に でんわ を します	I call my mother every week.	0	0
345	まいつき	every month	わたし は <b>まいつき</b> ちょきん を して います	I save money every month.	0	0
346	たんぼ	rice field	このへん は <b>たんぼ</b> が たくさん あります	There are a lot of rice fields around here.	0	0
347	ほぼ	almost, nearly	しごと が <b>ほぼ</b> おわりました	My work is almost finished.	0	0
348	はやし	woods, grove	わたしたち は <b>はやし</b> の なか に はいって いった	We entered the woods.	0	0
349	もり	thick woods, forest	わたし は <b>もり</b> を あるく の が すき です	I like to walk in the forest.	0	0
350	こ	child, kid	その <b>こ</b> は にほんご が わからない	That kid doesn't understand Japanese.	0	0
351	サービス	service, on the house	この みせ は <b>さーびす</b> が いい 。	The service in this store is good.	0	0
352	おんなのこ	girl, daughter	あの <b>おんなのこ</b> を しって います か	Do you know that girl?	0	0
353	おとこのこ	boy, baby boy	<b>おとこのこ</b>たち が さっかー を して いる	The boys are playing soccer.	0	0
354	わたしたち	we	<b>わたしたち</b> は らいげつ けっこん します 。	We will get married next month.	0	0
355	たっする	attain, reach	きおん は さんじゅうごど に <b>たっした</b>	The temperature reached 35 degrees.	0	0
356	グループ	group	みせ に がくせい の <b>ぐるーぷ</b> が きた	A group of students came to the shop.	0	0
357	かない	my wife	<b>かない</b> は きゅうしゅう しゅっしん です	My wife is from Kyushu.	0	0
358	きゃく	visitor, customer	その みせ は わかい <b>きゃく</b> が おおい です	That shop has a lot of young customers.	0	0
359	くうき	air, atmosphere	ここ は <b>くうき</b> が きれい です	The air here is clean.	0	0
360	ホテル	hotel	いま <b>ほてる</b> に つきました	I arrived at the hotel just now.	0	0
361	きにいる	like, be pleased with	あたらしい くつ が とても <b>きにいりました</b>	I really like my new shoes.	0	0
362	にんき	popularity, temperament of the people, business conditions	この ばんど は とても <b>にんき</b> が ある よ	That band is very popular.	0	0
363	まとめる	gather together, put in order	かのじょ は にもつ を <b>まとめて</b> でて いった	She packed her luggage and left.	0	0
364	あおい	blue	ここ の うみ は とても <b>あおい</b>	The sea here is very blue.	0	0
365	あお	blue, green, green light	わたし の すき な いろ は <b>あお</b> です	My favorite color is blue.	0	0
366	はれ	fine weather, clear sky	あす の てんき は <b>はれ</b> です	Tomorrow's weather will be sunny.	0	0
367	あきらか	clear, obvious	<b>あきらか</b> に かれ が わるい	It's clearly his fault.	0	0
368	やはり	as expected, also, still	かれ は <b>やはり</b> ちこく しました	He was late, as expected.	0	0
369	あかるい	bright, cheerful	かのじょ は <b>あかるい</b> せいかく です	She has a cheerful personality.	0	0
370	もつ	have, possess@maintain, last long	わたし は くるま を <b>もって います</b>@この くるま は よく <b>もって いる</b> ね	I have a car.@This car has lasted a long time.	0	0
371	さくねん	last year	<b>さくねん</b> は じしん が おおい とし でした	Last year there were a lot of earthquakes.	0	0
372	はっきり	clearly	きょう は やま が <b>はっきり</b> みえる	You can see the mountains clearly today.	0	0
373	ひがし	east, eastern	<b>ひがし</b> の そら が くらい です	The eastern sky is dark.	0	0
374	にし	west, western	たいよう は <b>にし</b> に しずみます	The sun sets in the west.	0	0
375	つまり	in short, basically	<b>つまり</b> あなた は なに も しらない の です ね	So, basically, you don't know anything.	0	0
