	Kanji	English	Example Sentence	Example Sentence Reading	English Sentence	writing score	Reading	reading score
196	待つ	"wait, wait for"	あなたが来るのを<b>待っています</b>。	あなた が くる の を <b>まって います</b>	I am waiting for you to come.	0	まつ	0
197	気持ち	"feeling, sensation"	彼の<b>気持ち</b>が分からない。	かれ の <b>きもち</b> が わからない	I don't understand his feelings.	0	きもち	0
198	金	"money@gold, sum of money, Friday"	これはかなり<b>金</b>がかかった。@彼女は<b>金</b>のネックレスをしています。	これ は かなり <b>かね</b> が かかった@かのじょ は <b>きん</b> の ねっくれす を して います	This cost quite a bit of money.@She's wearing a gold necklace.	0	かね@きん	0
199	生きる	live (one's life)	皆一生懸命<b>生きている</b>。	みんな いっしょうけんめい <b>いきて いる</b>	They're all living their lives the best way that they can.	0	いきる	0
200	どちら	which	肉と魚と<b>どちら</b>が好きですか。	にく と さかな と <b>どちら</b> が すき です か	"Which do you prefer, meat or fish?"	0	どちら	0
201	先生	teacher	私は日本語の<b>先生</b>になりたいです。	わたし は にほんご の <b>せんせい</b> に なりたい です	I want to become a Japanese teacher.	0	せんせい	0
202	大学	"university, college"	<b>大学</b>に行ってもっと勉強したいです。	<b>だいがく</b> に いって もっと べんきょう したい です	I want to go to college and study more.	0	だいがく	0
203	学生	student	彼は真面目な<b>学生</b>です。	かれ は まじめ な <b>がくせい</b> です	He's a serious student.	0	がくせい	0
204	大学生	university student	姉は<b>大学生</b>です。	あね は <b>だいがくせい</b> です	My big sister's a college student.	0	だいがくせい	0
205	学校	school	<b>学校</b>は8時半に始まります。	<b>がっこう</b> は はちじはん に はじまります	School starts at 8:30.	0	がっこう	0
206	やる	do@give (to an inferior)	一緒に宿題を<b>やろう</b>。@犬にえさを<b>やった</b>。	いっしょ に しゅくだい を <b>やろう</b>@いぬ に えさ を <b>やった</b>	Let's do our homework together.@I fed the dog.	0	やる@やる	0
207	高校生	high school student	私の弟は<b>高校生</b>です。	わたし の おとうと は <b>こうこうせい</b> です	My little brother's a high school student.	0	こうこうせい	0
208	教える	"teach, tell"	彼は数学を<b>教えています</b>。	かれ は すうがく を <b>おしえて います</b>	He teaches mathematics.	0	おしえる	0
209	勉強	study	私は日本語を<b>勉強</b>しています。	わたし は にほんご を <b>べんきょう</b> して います	I'm studying Japanese.	0	べんきょう	0
210	強い	strong	今日は風が<b>強い</b>。	きょう は かぜ が <b>つよい</b>	There's a strong wind today.	0	つよい	0
211	何	"what, which@what, which"	夕食には<b>何</b>を食べたいですか。@質問は<b>何</b>ですか。	ゆうしょく に は <b>なに</b> を たべたい です か@しつもん は <b>なん</b> です か	What would you like for supper?@What's the question?	0	なに@なん	0
212	どれ	"what, which"	この中で<b>どれ</b>が好きですか。	この なか で <b>どれ</b> が すき です か	Which of these do you like?	0	どれ	0
213	弱い	weak	その子は体が少し<b>弱い</b>。	その こ は からだ が すこし <b>よわい</b>	That child has a somewhat weak constitution.	0	よわい	0
214	引く	"draw, pull"	このドアは<b>引いて</b>ください。	この どあ は <b>ひいて</b> ください	Please pull this door open.	0	ひく	0
215	質問	question	<b>質問</b>のある方はどうぞ。	<b>しつもん</b> の ある かた は どうぞ	Please feel free to ask any questions.	0	しつもん	0
216	難しい	difficult	この本は<b>難しい</b>ですね。	この ほん は <b>むずかしい</b> です ね	This book is difficult.	0	むずかしい	0
217	数	number	グラスの<b>数</b>が足りません。	ぐらす の <b>かず</b> が たりません	There are not enough glasses.	0	かず	0
218	勝つ	win	今日はヤンキースが<b>勝った</b>。	きょう は やんきーす が <b>かった</b>	The Yankees won today.	0	かつ	0
219	負ける	lose	私たちのチームはその試合で<b>負けた</b>。	わたしたち の ちーむ は その しあい で <b>まけた</b>	Our team lost the game.	0	まける	0
220	本当に	"really, truly"	あなたが<b>本当に</b>好きです。	あなた が <b>ほんとうに</b> すき です	I really like you.	0	ほんとうに	0
221	要る	"need, require"	予約は<b>要りません</b>。	よやく は <b>いりません</b>	Reservations are not required.	0	いる	0
222	ドア	door	<b>ドア</b>を開けてください。	<b>どあ</b> を あけて ください	Please open the door.	0	ドア	0
223	時計	"clock, watch"	<b>時計</b>を見たらちょうど3時だった。	<b>とけい</b> を みたら ちょうど さんじ だった	I looked at the clock and it was exactly three.	0	とけい	0
224	払う	pay	私が<b>払いましょう</b>。	わたし が <b>はらいましょう</b>	Let me pay for that.	0	はらう	0
225	切る	cut	この紙を半分に<b>切って</b>ください。	この かみ を はんぶん に <b>きって</b> ください	Please cut this paper in half.	0	きる	0
226	変える	change	旅行の日程を<b>変えました</b>。	りょこう の にってい を <b>かえました</b>	I changed our travel schedule.	0	かえる	0
227	乗る	"ride, take"	駅からはタクシーに<b>乗って</b>ください。	えき からは たくしー に <b>のって</b> ください	Please take a taxi from the station.	0	のる	0
228	もう	"already, yet@another, again"	彼は<b>もう</b>帰りました。@コーヒーを<b>もう</b>一杯ください。	かれ は <b>もう</b> かえりました 。@こーひー を <b>もう</b> いっぱい ください	He's already gone home.@Please give me another cup of coffee.	0	もう@もう	0
229	着る	"wear, put on"	今日はスーツを<b>着ています</b>。	きょう は すーつ を <b>きて います</b>	I'm wearing a suit today.	0	きる	0
230	立つ	"stand, rise"	彼はステージに<b>立った</b>。	かれ は すてーじ に <b>たった</b>	He stood on stage.	0	たつ	0
231	座る	"sit, sit down"	私は窓側の席に<b>座った</b>。	わたし は まどがわ の せき に <b>すわった</b>	I sat in a window seat.	0	すわる	0
232	次	next	<b>次</b>はいつ会いましょうか。	<b>つぎ</b> は いつ あいましょう か	When shall we meet again?	0	つぎ	0
233	しゃべる	"chat, talk"	彼女はよく<b>しゃべる</b>ね。	かのじょ は よく <b>しゃべる</b> ね	"She really likes to chat, doesn't she?"	0	しゃべる	0
234	動く	move	<b>動かないで</b>。	<b>うごかない で</b>	Freeze!	0	うごく	0
235	働く	work	姉は銀行で<b>働いています</b>。	あね は ぎんこう で <b>はたらいています</b>。	My big sister works at a bank.	0	はたらく	0
236	早い	early	まだ学校へ行くには<b>早い</b>時間です。	まだ がっこう へ いく に は <b>はやい</b> じかん です	It's still too early to go to school.	0	はやい	0
237	速い	fast	彼は走るのが<b>速い</b>。	かれ は はしる の が <b>はやい</b>	He runs fast.	0	はやい	0
238	遅い	"slow, late"	前の車はとても<b>遅い</b>。	まえ の くるま は とても <b>おそい</b>	The car in front is very slow.	0	おそい	0
239	よく	often@well	彼女は<b>よく</b>旅行に行きます。@<b>よく</b>答えが分かりましたね。	かのじょ は <b>よく</b> りょこう に いきます@<b>よく</b> こたえ が わかりました ね	She often goes on holiday.@You did well in coming up with the answer.	0	よく@よく	0
240	始める	"begin, start"	テストを<b>始めて</b>ください。	てすと を <b>はじめて</b> ください	Please start the test.	0	はじめる	0
241	始まる	begin	新しい仕事が<b>始まりました</b>。	あたらしい しごと が <b>はじまりました</b>	My new job started.	0	はじまる	0
242	終わる	"finish, end"	会議は4時に<b>終わります</b>。	かいぎ は よじ に <b>おわります</b>	The conference ends at four o'clock.	0	おわる	0
243	終わり	"end, conclusion"	夏休みももう<b>終わり</b>だ。	なつやすみ も もう <b>おわり</b> だ	Summer vacation's already over.	0	おわり	0
244	テーブル	table	新しい<b>テーブル</b>を買いました。	あたらしい <b>てーぶる</b> を かいました	I bought a new table.	0	テーブル	0
245	方	"direction, side@person　（polite form)"	彼は私の<b>方</b>を見ました。@次の<b>方</b>、どうぞ。	かれ は わたし の <b>ほう</b> を みました@つぎ の <b>かた</b> どうぞ	He looked at me.@Next please.	0	ほう@かた	0
246	去年	last year	私は<b>去年</b>フランスへ行った。	わたし は <b>きょねん</b> ふらんす へ いった	I went to France last year.	0	きょねん	0
247	紙	paper	<b>紙</b>と鉛筆はありますか。	<b>かみ</b> と えんぴつ は あります か	Do you have paper and pencil?	0	かみ	0
248	楽しむ	enjoy	今日は一人の時間を<b>楽しみたい</b>。	きょう は ひとり の じかん を <b>たのしみたい</b>	Today I would like to enjoy some time to myself.	0	たのしむ	0
249	楽しい	"fun, enjoyable"	彼はとても<b>楽しい</b>人です。	かれ は とても <b>たのしい</b> ひと です	He's very fun to be with.	0	たのしい	0
250	歌う	sing	私たちは大きな声で<b>歌いました</b>。	わたしたち は おおき な こえ で <b>うたいました</b>	We sang loudly.	0	うたう	0
251	欲しい	"want, desire"	僕は新しい靴が<b>欲しい</b>です。	ぼく は あたらしい くつ が <b>ほしい</b> です	I want new shoes.	0	ほしい	0
252	色	color	すてきな<b>色</b>のセーターですね。	すてき な <b>いろ</b> の せーたー です ね	That sweater is a wonderful color.	0	いろ	0
253	茶色	light brown	彼女は<b>茶色</b>の靴を履いています。	かのじょ は <b>ちゃいろ</b> の くつ を はいて います	She's wearing brown shoes.	0	ちゃいろ	0
254	直ぐ	"at once, soon"	<b>直ぐ</b>行きます。	<b>すぐ</b> いきます	I'll go right away.	0	すぐ	0
255	ゲーム	game	私たちはビデオ<b>ゲーム</b>をした。	わたしたち は びでお<b>げーむ</b> を した	We played a video game.	0	ゲーム	0
256	書き直す	rewrite	この書類を<b>書き直して</b>ください。	この しょるい を <b>かきなおして</b> ください	Please rewrite this document.	0	かきなおす	0
257	直る	"be repaired, return to normal"	クーラーはまだ<b>直りません</b>。	くーらー は まだ <b>なおりません</b>	The air conditioner hasn't been repaired yet.	0	なおる	0
258	線	line	赤い<b>線</b>を2本引いて下さい。	あかい <b>せん</b> を に ほん ひいて ください	Please draw two red lines.	0	せん	0
259	曲がる	turn	そこを左に<b>曲がって</b>ください。	そこ を ひだり に <b>まがって</b> ください	Please turn left there.	0	まがる	0
